Var1,Var2,mean_aa_dist
PB2_12,PB2_32,7.74311926605505
PB2_12,PB2_33,4.09480122324159
PB2_12,PB2_34,9.73394495412844
PB2_12,PB2_35,5.76146788990826
PB2_12,PB2_36,7.76146788990826
PB2_12,PB2_37,6.27981651376147
PB2_12,PB2_38,6.26146788990826
PB2_12,PB2_39,5.74311926605505
PB2_12,PB2_40,9.76146788990826
PB2_12,PB2_41,3.76146788990826
PB2_12,PB2_42,5.76146788990826
PB2_12,PB2_43,5.76146788990826
PB2_12,PB2_44,20.2935779816514
PB2_12,PB2_45,42.7522935779817
PB2_12,PB2_46,12.3211009174312
PB2_12,PB2_47,6.75229357798165
PB2_13,PB2_14,4.44896331738437
PB2_13,PB2_15,4.96836287402329
PB2_13,PB2_16,3.17764602547212
PB2_13,PB2_17,3.73607038123167
PB2_13,PB2_18,13.3943434343434
PB2_13,PB2_19,3.54834054834055
PB2_13,PB2_20,26.2099567099567
PB2_13,PB2_21,6.66588966588967
PB2_13,PB2_22,4.95959595959596
PB2_13,PB2_23,1.63383838383839
PB2_13,PB2_24,13.2272727272727
PB2_13,PB2_25,5.19336219336219
PB2_13,PB2_26,5.76479076479076
PB2_13,PB2_27,5.01010101010101
PB2_13,PB2_28,54.449494949495
PB2_13,PB2_29,4.68350168350168
PB2_13,PB2_30,3.34343434343434
PB2_13,PB2_31,6.71043771043771
PB2_13,PB2_32,8.05050505050505
PB2_13,PB2_33,2.38383838383838
PB2_13,PB2_34,8
PB2_13,PB2_35,4.03030303030303
PB2_13,PB2_36,6.03030303030303
PB2_13,PB2_37,5.48989898989899
PB2_13,PB2_38,4.55050505050505
PB2_13,PB2_39,4.04545454545454
PB2_13,PB2_40,5.98989898989899
PB2_13,PB2_41,2.05050505050505
PB2_13,PB2_42,4.05050505050505
PB2_13,PB2_43,4.05050505050505
PB2_13,PB2_44,16.8282828282828
PB2_13,PB2_45,40.7474747474747
PB2_13,PB2_46,11.030303030303
PB2_13,PB2_47,5.05050505050505
PB2_14,PB2_15,6.52656405163851
PB2_14,PB2_16,3.52345537757438
PB2_14,PB2_17,3.95458404074703
PB2_14,PB2_18,13.8005263157895
PB2_14,PB2_19,3.90601503759398
PB2_14,PB2_20,26.421992481203
PB2_14,PB2_21,7.00607287449393
PB2_14,PB2_22,5.39473684210526
PB2_14,PB2_23,3.99122807017544
PB2_14,PB2_24,13.4572368421053
PB2_14,PB2_25,5.55075187969925
PB2_14,PB2_26,6.10526315789474
PB2_14,PB2_27,7.38157894736842
PB2_14,PB2_28,54.6842105263158
PB2_14,PB2_29,5.06140350877193
PB2_14,PB2_30,3.74122807017544
PB2_14,PB2_31,7.03070175438597
PB2_14,PB2_32,8.38157894736842
PB2_14,PB2_33,2.74122807017544
PB2_14,PB2_34,8.38157894736842
PB2_14,PB2_35,4.39473684210526
PB2_14,PB2_36,7.96052631578947
PB2_14,PB2_37,5.85526315789474
PB2_14,PB2_38,4.89473684210526
