	location
EPI_ISL_18133253|H5N1|a/mallard/new_jersey/usda-005110-001/2022|2022-02-07|2022.101	North America
EPI_ISL_17964903|H5N1|a/canada_goose/new_york/23-008112-001-original/2023|2023-03-06|2023.175	North America
EPI_ISL_17964980|H5N1|a/turkey_vulture/california/23-016941-001-original/2023|2023-05-23|2023.389	North America
EPI_ISL_1114735|H5N8|a/chicken/tyumen/302-01/2020|2020-09-26|2020.735	Europe
EPI_ISL_18102701|H5N1|a/feline/south_korea/snu-02/2023|2023-07-04|2023.504	Asia
EPI_ISL_11259268|H5N1|a/duck/ireland/036646_22vir1325-18/2021|2021-12-17|2021.959	Europe
EPI_ISL_18698945|H5N1|a/king_vulture/arizona/23-033233-001-original/2023|2023-10-24|2023.811	North America
EPI_ISL_18048779|H5N1|a/peregrine_falcon/czech_republic/10854/2023|2023-07-17|2023.54	Europe
EPI_ISL_11007537|H5N1|a/hen/bulgaria/854-1_22vir778-10/2021|2021-12-29|2021.992	Europe
EPI_ISL_7622619|H5N8|a/anser_brachyrhynchus_anser_anser/belgium/13846/2020|2020-12-03|2020.921	Europe
EPI_ISL_7623789|H5N8|a/gallus_gallus/belgium/9247/2021|2021-07-12|2021.526	Europe
EPI_ISL_14823424|H5N8|a/whooper_swan/sanmenxia/y1/2020|2020-10-30|2020.828	Asia
EPI_ISL_11259265|H5N1|a/peregrine_falcon/ireland/000191_22vir1325-15/2022|2022-01-05|2022.011	Europe
EPI_ISL_18698982|H5N1|a/chicken/alaska/23-034050-001-original/2023|2023-11-03|2023.838	North America
EPI_ISL_17277694|H5N1|a/barnacle_goose/sewden/sva230314sz0438/kn000701/k-2023|2023-03-13|2023.195	Europe
EPI_ISL_12210335|H5N1|a/falco_peregrinus/belgium/4055_0002/2022|2022-03-19|2022.211	Europe
EPI_ISL_16839065|H5N1|a/cormorant/namibia/141/2022|2022-01-27|2022.071	Africa
EPI_ISL_16183656|H5N1|a/canada_goose/ab/fav-0505-19/2022|2022-04-27|2022.318	North America
EPI_ISL_13243350|H5N1|a/duck/bangladesh/19d1874/2022|2022-03-09|2022.184	Asia
EPI_ISL_17260678|H5N1|a/red_fox/michigan/22-017507-008-original/2022|2022-05-10|2022.353	North America
EPI_ISL_13048383|H5N1|a/chicken/burkina_faso/21vir11911-5/2021|2021-12-16|2021.956	Africa
EPI_ISL_12572659|H5N1|a/duck/hubei/se220/2022(h5n1)|2022-01-10|2022.025	Asia
EPI_ISL_18530147|H5N1|a/chicken/denmark/8567-2/2023-11-11|2023-11-11|2023.86	Europe
EPI_ISL_15843373|H5N1|a/bald_eagle/bc/oth-33-36/2022_(h5n1)|2022-02-03|2022.09	North America
EPI_ISL_1665263|H5N8|a/mute_swan/slovenia/1639-20_21vir959-1/2020|2020-11-17|2020.877	Europe
EPI_ISL_5260469|H5N8|a/wild_duck/jiangsu/sd019/2021|2021-01-26|2021.068	Asia
EPI_ISL_6761101|H5N1|a/branta_leucopsis/belgium/14735_0001/2021|2021-11-04|2021.841	Europe
EPI_ISL_18133524|H5N1|a/gadwall/virginia/usda-003923-001/2022|2022-01-29|2022.077	North America
EPI_ISL_4061483|H5N8|a/chicken/nigeria/vrd21-100_21vir2370-423/2021|2021-03-01|2021.162	Africa
EPI_ISL_710508|H5N8|a/greylag_goose/england/033100/2020|2020-10-30|2020.828	Europe
EPI_ISL_13369742|H5N8|a/mute_swan/england/298902/2021|2021-11-07|2021.849	Europe
EPI_ISL_18497662|H5N5|a/common_eider/iceland/2023ai08561/2023|2023-09-25|2023.732	Europe
EPI_ISL_2234831|H5N3|a/peregrine_falcon/northern_ireland/21vir1662-3/2021|2021-01-25|2021.066	Europe
EPI_ISL_14819900|H5N8|a/spot-billed_duck/ningxia/y16/2021|2021-03-11|2021.189	Asia
EPI_ISL_18612226|H5N1|a/black-headed_gull/slovenia/per_495-23ma_23vir10323-13/2023|2023-03-17|2023.205	Europe
EPI_ISL_3770740|H5N6|a/gx-guilin/11151/2021|2021-07-14|2021.532	Asia
EPI_ISL_18361502|H5N1|a/pheasant/denmark/07972-1.03/2022-09-12|2022-09-12|2022.696	Europe
EPI_ISL_11628221|H5N1|a/chicken/maine/22-005158-001/2022|2022-02-17|2022.129	North America
EPI_ISL_16199040|H5N1|a/chicken/austria/2514-19_22vir11382-1/2022|2022-11-08|2022.852	Europe
EPI_ISL_15518268|H5N1|a/fox/finland/2844_21vir9619-1/2021|2021-09-01|2021.666	Europe
EPI_ISL_1665257|H5N8|a/mute_swan/austria/21011165_21vir1085-2/2021|2021-02-04|2021.093	Europe
EPI_ISL_846586|H5N8|_a/chicken/hungary/29723/2020|2020-06-05|2020.426	Europe
EPI_ISL_16271822|H5N1|a/chicken/maine/22-037360-002-original/2022|2022-11-16|2022.874	North America
EPI_ISL_16632508|H5N1|a/osprey/massachusetts/22-016611-016-original/2022|2022-05-12|2022.359	North America
EPI_ISL_18133390|H5N1|a/goose/vermont/usda-012250-001/2022|2022-04-18|2022.293	North America
EPI_ISL_16023374|H5N1|a/skunk/ab/fav-0897-02/2022|2022-07-19|2022.545	North America
EPI_ISL_1240998|H5N8|a/mallard/novosibirsk_region/3509k/2020|2020-08-29|2020.658	Europe
EPI_ISL_14761519|H5N1|a/chicken/italy/izslt22vir2562-1/2022|2022-03-15|2022.2	Europe
EPI_ISL_18455216|H5N1|a/chicken/norway/p156/2021|2021-11-10|2021.858	Europe
EPI_ISL_1719915|H5N8|a/chicken/bulgaria/50-1_21vir1454-9/2021|2021-02-08|2021.104	Europe
EPI_ISL_16297363|H5N1|a/domestic_duck/new_jersey/22-032412-001-original/2022|2022-10-11|2022.775	North America
EPI_ISL_17559276|H5N1|a/brown_pelican/panama/22-041124-001-original/2022|2022-12-14|2022.951	North America
EPI_ISL_14392127|H5N1|a/branta_leucopsis/belgium/2606_0009/2022|2022-02-17|2022.129	Europe
EPI_ISL_11798579|H5N1|a/greylag_goose/denmark/24343-1.02/2021-11-01|2021-11-01|2021.833	Europe
EPI_ISL_16297060|H5N1|a/chicken/oregon/22-030743-001-original/2022|2022-09-28|2022.74	North America
EPI_ISL_410291|H5N8|a/chicken/germany-bw/ai00049/2020|2020-02-06|2020.098	Europe
EPI_ISL_16271838|H5N1|a/turkey/minnesota/22-037734-001-original/2022|2022-11-20|2022.885	North America
EPI_ISL_5260468|H5N8|a/grebe/ningxia/sd001/2021|2021-06-15|2021.452	Asia
EPI_ISL_17964971|H5N1|a/great_horned_owl/colorado/23-015245-001-original/2023|2023-05-09|2023.351	North America
EPI_ISL_17373069|H5N1|a/vulture/georgia/w22-1049/2022|2022-10-21|2022.803	North America
EPI_ISL_17072111|H5N1|a/african_penguin/south_africa/702626_ap821/2022|2022-11-07|2022.849	Africa
EPI_ISL_11725988|H5N1|a/chicken/germany-bb/ai06242/2021|2021-11-02|2021.836	Europe
EPI_ISL_16190849|H5N1|a/great_black-backed_gull/nl/oth-0114|2021-11-04|2021.841	North America
EPI_ISL_17075747|H5N1|a/jiangsu/nj210/2023(h5n1)|2023-02-10|2023.11	Asia
EPI_ISL_5260418|H5N8|a/black_swan/beijing/1/2021|2021-01-25|2021.066	Asia
EPI_ISL_18755730|H5N1|a/chicken/sonora/cenapa-18486/2023|2023-10-25|2023.814	North America
EPI_ISL_17165500|H5N1|a/cygnus_olor/romania/17142_23vir1145-1/2022|2022-11-15|2022.871	Europe
EPI_ISL_11628242|H5N1|a/turkey/indiana/22-006261-001/2022|2022-03-01|2022.162	North America
EPI_ISL_6829533|H5N1|a/chicken/kagoshima/21a6t/2021|2021-11-12|2021.863	Asia
EPI_ISL_13117289|H5N1|a/chicken/bc/fav-0369-os/2022|2022-03-05|2022.173	North America
EPI_ISL_17964845|H5N1|a/brown_pelican/florida/23-004148-001-original/2023|2023-02-01|2023.085	North America
EPI_ISL_14769967|H5N1|a/chicken/lesotho/352.3/2021|2021-06-05|2021.425	Africa
EPI_ISL_5804789|H5N1|a/great_skua/scotland/b07779/2021|2021-07-29|2021.573	Europe
EPI_ISL_15853934|H5N1|a/common_tern/south_africa/693799_doa236/2022|2022-08-01|2022.581	Africa
EPI_ISL_8440175|H5N1|a/cygnus_olor/romania/16381_21vir10306/2021|2021-11-11|2021.86	Europe
EPI_ISL_17414669|H5N1|a/falco_peregrinus/beijing/1/_2022|2022-10-09|2022.77	Asia
EPI_ISL_11922807|H5N2|a/chicken/poland/h182_22vir2515-1/2022|2022-02-28|2022.159	Europe
EPI_ISL_18698959|H5N1|a/chicken/arkansas/23-033113-001-original/2023|2023-10-30|2023.827	North America
EPI_ISL_7778756|H5N1|a/gull/estonia/ta2113284-4_21vir7512-8/2021|2021-06-02|2021.416	Europe
EPI_ISL_5865695|H5N8|a/green-winged-teal/georgia/dt-22246/2020|2020-09-29|2020.743	Asia
EPI_ISL_17964942|H5N1|a/red-tailed_hawk/south_dakota/23-012031-001-original/2023|2023-04-11|2023.274	North America
EPI_ISL_13432800|H5N1|a/goose/maine/22-010181-002-original/2022|2022-04-04|2022.255	North America
EPI_ISL_780096|H5N8|_a/duck/hungary/14788/2020_|2020-03-25|2020.23	Europe
EPI_ISL_7778753|H5N8|a/eagle_owl/estonia/ta2122239_21vir10433-10/2021|2021-09-19|2021.715	Europe
EPI_ISL_17353839|H5N1|a/duck/choco/ica-3501/2022|2022-10-09|2022.77	South America
EPI_ISL_16243970|H5N1|a/fox/iowa/22-015357-002-original/2022|2022-05-11|2022.356	North America
EPI_ISL_7623303|H5N8|a/garrulus_glandarius/belgium/2928_003/2021|2021-03-01|2021.162	Europe
EPI_ISL_17785733|H5N1|a/swan/austria/22030844-004/2022|2022-03-11|2022.189	Europe
EPI_ISL_16969359|H5N1|a/_greylag_goose/sweden/sva230203sz0222/fb000288/m-2023|2023-02-02|2023.088	Europe
EPI_ISL_5260450|H5N8|a/goose/zhejiang/s1266/2021|2021-03-09|2021.184	Asia
EPI_ISL_18505897|H5N1|a/large-billed_crow/hokkaido/4810z002c/2023|2023-10-04|2023.756	Asia
EPI_ISL_16297085|H5N1|a/chicken/wisconsin/22-034812-002-original/2022|2022-10-31|2022.83	North America
EPI_ISL_17964965|H5N1|a/bald_eagle/pennsylvania/23-015042-001-original/2023|2023-03-20|2023.214	North America
EPI_ISL_15923322|H5N1|a/peregrine_falcon/kanagawa/1409c001t1/2022|2022-09-25|2022.732	Asia
EPI_ISL_16243872|H5N1|a/duck/new_jersey/22-015259-001-original/2022|2022-05-16|2022.37	North America
EPI_ISL_2234809|H5N4|a/yellow-legged_gull/switzerland/15-0039_21vir3035/2021|2021-02-01|2021.085	Europe
EPI_ISL_12471655|H5N1|a/pelican/greece/41-tr-313_22vir3126-1/2022|2022-02-24|2022.148	Europe
EPI_ISL_1048239|H5N3|a/common_buzzard/netherlands/21021023-002/2021|2021-01-04|2021.008	Europe
EPI_ISL_17471493|H5N1|a/american_green-winged_teal/texas/ugai22-3462/2022|2022-09-21|2022.721	North America
EPI_ISL_17414666|H5N1|a/poultry/nigeria/vrd-21-225_21vir7423-8/2021|2021-04-14|2021.282	Africa
EPI_ISL_12176845|H5N8|a/chicken/kosovo/290_22vir3124-7/2021|2021-10-21|2021.803	Europe
EPI_ISL_17964855|H5N1|a/red-tailed_hawk/wyoming/23-005384-001-original/2023|2023-02-09|2023.107	North America
EPI_ISL_12572657|H5N1|a/duck/hubei/s4465/2021(h5n1)|2021-11-27|2021.904	Asia
EPI_ISL_13632084|H5N8|a/chicken/kazakhstan/23/2020|2020-08-01|2020.582	Asia
EPI_ISL_18455203|H5N1|a/red_fox/norway/2022-07-1768-2t/2022|2022-07-26|2022.564	Europe
EPI_ISL_11922815|H5N1|a/swan/romania/16905_22vir2749-1/2021|2021-12-08|2021.934	Europe
EPI_ISL_11259292|H5N1|a/swan/spain/4087-1_22vir2142-1/2021|2021-12-22|2021.973	Europe
EPI_ISL_1760455|H5N2|a/whooper_swan/shanxi/sx116/2020|2020-11-10|2020.858	Asia
EPI_ISL_3143954|H5N5|a/whooper_swan/sweden/sva2100329sz0210/fb0001277/h-2021|2021-07-06|2021.51	Europe
EPI_ISL_5145796|H5N8|a/swan/germany-ni/ai05045/2021|2021-07-20|2021.548	Europe
EPI_ISL_2172608|H5N8|a/barnacle_goose/netherlands/21024897-001/2021|2021-03-09|2021.184	Europe
EPI_ISL_17181724|H5N1|a/black-swan/switzerland-zurich/230131/2023|2023-02-03|2023.09	Europe
EPI_ISL_16297348|H5N1|a/guinea_fowl/north_dakota/22-032950-002-original/2022|2022-10-14|2022.784	North America
EPI_ISL_18697723|H5N1|a/pheasant/alabama/23-032820-001-original/2023|2023-10-25|2023.814	North America
EPI_ISL_7778754|H5N1|a/withe-tiled_eagle/estonia/ta2124126-1_21vir10433-11/2021|2021-10-12|2021.778	Europe
EPI_ISL_17964886|H5N1|a/canada_goose/ohio/23-007195-005-original/2023|2023-02-24|2023.148	North America
EPI_ISL_18691808|H5N1|a/black-legged_kittiwake/alaska/23-029675-001-original/2023|2023-09-19|2023.715	North America
EPI_ISL_17414641|H5N1|a/chicken/nigeria/648_22vir3286-5/2021|2021-10-26|2021.816	Africa
EPI_ISL_826285|H5N8|a/barnacle_goose/sweden/sva201215sz0368/kn003768/2020|2020-12-09|2020.937	Europe
EPI_ISL_17964847|H5N1|a/black_vulture/virginia/23-004611-001-original/2023|2023-02-06|2023.099	North America
EPI_ISL_5099372|H5N4|a/laridae/germany-sh/ai01498/2021|2021-02-17|2021.129	Europe
EPI_ISL_17964934|H5N1|a/turkey_vulture/colorado/23-011447-001-original/2023|2023-04-10|2023.271	North America
EPI_ISL_13026104|H5N1|a/canada_goose/luxembourg/21217776/2021|2021-11-24|2021.896	Europe
EPI_ISL_7591058|H5N8|a/anas_platyrhynchos_domestica/belgium/5517/2021|2021-04-20|2021.299	Europe
EPI_ISL_12572661|H5N1|a/goose/guizhou/s1541/2022(h5n1)|2022-02-22|2022.142	Asia
EPI_ISL_1295639|H5N8|a/turkey/norway/fu496/2020|2020-11-30|2020.913	Europe
EPI_ISL_10347326|H5N1|a/long-eared_owl/germany-ni/ai09037/2021|2021-12-28|2021.989	Europe
EPI_ISL_16297061|H5N1|a/chicken/north_dakota/22-030784-001-original/2022|2022-09-27|2022.737	North America
EPI_ISL_1005680|H5N2|a/common_teal/chany_lake/213/2020|2020-08-29|2020.658	Europe
EPI_ISL_16297069|H5N1|a/chicken/new_jersey/22-035003-009-original/2022|2022-11-01|2022.833	North America
EPI_ISL_17719670|H5N1|a/mute_swan/bosnia_and_herzegovina/213/2021|2021-11-18|2021.879	Europe
EPI_ISL_12174842|H5N1|a/ezo_red_fox/hokkaido/1/2022|2022-03-31|2022.244	Asia
EPI_ISL_18361537|H5N8|a/pheasant/denmark/19369-1.02/2021-04-29|2021-04-24|2021.31	Europe
EPI_ISL_11208200|H5N6|a/goose/guangdong/s4751/2021(h5n6)|2021-12-08|2021.934	Asia
EPI_ISL_7778769|H5N8|a/pheasant/finland/499_21vir7689-1/2021|2021-01-01|2021	Europe
EPI_ISL_18054502|H5N1|a/sea_lion/peru/lim-ser036/2023|2023-01-23|2023.06	South America
EPI_ISL_18698961|H5N1|a/chicken/tennessee/23-033119-001-original/2023|2023-10-30|2023.827	North America
EPI_ISL_17660069|H5N1|a/chicken/panama/23-004630-005-original/2023|2023-02-03|2023.09	North America
EPI_ISL_7778768|H5N1|a/eurasian_eagle-owl/finland/10617_21vir7689-15/2021|2021-08-01|2021.581	Europe
EPI_ISL_18304169|H5N1|a/black-headed_gull/leningrad_region/rii-wd299/2023|2023-02-02|2023.088	Europe
EPI_ISL_18133144|H5N1|a/american_wigeon/delaware/usda-003358-008/2022|2022-01-26|2022.068	North America
EPI_ISL_503969|H5N2|a/chicken/bulgaria/77_20vir1727/2020|2020-02-21|2020.139	Europe
EPI_ISL_10364607|H5N5|a/mute_swan/czech_republic/4099/2021|2021-02-24|2021.148	Europe
EPI_ISL_12572663|H5N1|a/pigeon/jiangxi/s40784/2021(h5n1)|2021-12-08|2021.934	Asia
EPI_ISL_14937233|H5N8|a/turkey/egypt/giza/2021|2021-03-03|2021.167	Africa
EPI_ISL_18443659|H5N8|a/whooper_swan/denmark/25312-1.01/2021|2021-12-13|2021.948	Europe
EPI_ISL_2227275|H5N8|a/turkey/netherlands/21028936-001005/2021|2021-05-21|2021.384	Europe
EPI_ISL_15853920|H5N1|a/common_tern/south_africa/686940_ct013/2022|2022-05-10|2022.353	Africa
EPI_ISL_18130247|H5N1|a/large-billed_crow/saitama/1101020/2023|2023-01-05|2023.011	Asia
EPI_ISL_17679808|H5N1|a/barnacle_goose/spain/4740-5_23vir1687-3/2022|2022-12-15|2022.953	Europe
EPI_ISL_17964973|H5N6|a/bald_eagle/minnesota/23-015429-001-original/2023|2023-05-08|2023.348	North America
EPI_ISL_18133105|H5N1|a/american_green-winged_teal/tennessee/usda-005910-002/2022|2022-02-12|2022.115	North America
EPI_ISL_16297381|H5N1|a/chicken/michigan/22-032218-001-original/2022|2022-10-10|2022.773	North America
EPI_ISL_5260449|H5N8|a/goose/jiangsu/s1385/2021|2021-03-24|2021.225	Asia
EPI_ISL_1665255|H5N8|a/guinea_fowl/italy/21vir1293-20/2021|2021-02-23|2021.145	Europe
EPI_ISL_18698975|H5N1|a/domestic_duck/iowa/23-033840-003-original/2023|2023-11-02|2023.836	North America
EPI_ISL_5260452|H5N8|a/green-winged_teal/guangdong/sd004/2021|2021-01-20|2021.052	Asia
EPI_ISL_6599895|H5N1|a/common_pheasant_/sweden/sva211104sz0320/fb004417/m-2021|2021-10-29|2021.825	Europe
EPI_ISL_15853608|H5N1|a/common_tern/south_africa/681998_ct010/2022|2022-03-21|2022.216	Africa
EPI_ISL_18691842|H5N1|a/chicken/north_dakota/23-030961-001-original/2023|2023-10-12|2023.778	North America
EPI_ISL_2172528|H5N1|a/barnacle_goose/netherlands/21024066-001/2021|2021-02-22|2021.142	Europe
EPI_ISL_2932683|H5N8|a/chicken/kazakhstan/1-20-b-talg-67/2020|2020-10-09|2020.77	Asia
EPI_ISL_14871336|H5N1|a/poultry/benin/21-a-08-009-o/2021|2021-08-01|2021.581	Africa
EPI_ISL_18697722|H5N1|a/turkey/california/23-032623-001-original/2023|2023-10-24|2023.811	North America
EPI_ISL_11897697|H5N1|a/turkey/new_hampshire/22-007886-001-original/2022|2022-03-15|2022.2	North America
EPI_ISL_17447412|H5N1|a/red_fox/denmark/01679-1.01-2/2022|2022-01-17|2022.044	Europe
EPI_ISL_18231265|H5N6|a/duck/laos/m-c00089/2022|2022-01-18|2022.047	Asia
EPI_ISL_11628212|H5N1|a/chicken/virginia/22-004415-001/2022|2022-02-11|2022.112	North America
EPI_ISL_18378733|H5N5|a/herring_gull/england/123277/2023|2023-09-25|2023.732	Europe
EPI_ISL_15602898|H5N4|a/turkey/montana/22-028879-001-original/2022|2022-09-13|2022.699	North America
EPI_ISL_18612231|H5N1|a/white_stork/slovenia/per1522-23ta_23vir10323-20/2023|2023-09-14|2023.701	Europe
EPI_ISL_14770166|H5N8|a/swan/shandong/w3762/2020|2020-11-23|2020.893	Asia
EPI_ISL_18133028|H5N1|a/bald_eagle/south_carolina/usda-006218-002/2022|2022-02-26|2022.153	North America
EPI_ISL_18690651|H5N1|a/swainsons_hawk/montana/23-029229-001-original/2023|2023-09-20|2023.718	North America
EPI_ISL_14933724|H5N1|a/duck/france/22p020165/2022|2022-08-24|2022.644	Europe
EPI_ISL_17179652|H5N1|a/peacock/switzerland-zurich/221192/2022|2022-11-16|2022.874	Europe
EPI_ISL_18847130|H5N8|a/duck/egypt/sjceirr-ba20036op/2022|2022-01-19|2022.049	Africa
EPI_ISL_15022831|H5N1|a/swan/lithuania/1220pg1_22vir7255-1/2022|2022-02-09|2022.107	Europe
EPI_ISL_16173527|H5N1|a/bald_eagle/pei/fav-0172/2022|2022-03-14|2022.197	North America
EPI_ISL_17471585|H5N1|a/eagle/virginia/w22-1222/2022|2022-12-08|2022.934	North America
EPI_ISL_17373065|H5N1|a/vulture/south_carolina/w22-1112/2022|2022-12-01|2022.915	North America
EPI_ISL_14542530|H5N1|a/chicken/south_africa/26700/2021_(h5n1)|2021-04-19|2021.296	Africa
EPI_ISL_5260467|H5N8|a/grebe/shaanxi/sd001/2021|2021-06-05|2021.425	Asia
EPI_ISL_18241796|H5N1|a/chicken/vietnam/hu16-dd139/2023|2023-09-05|2023.677	Asia
EPI_ISL_3135931|H5N8|a/swan/hungary/9638/2021_(h5n8)|2021-03-08|2021.181	Europe
EPI_ISL_17777532|H5N1|a/sea_lion/peru/tac-ins-011/2023|2023-03-07|2023.178	South America
EPI_ISL_11208194|H5N6|a/duck/guangxi/s31116/2021(h5n6)|2021-10-18|2021.795	Asia
EPI_ISL_11922808|H5N1|a/duck/poland/h188_22vir2515-2/2022|2022-03-02|2022.164	Europe
EPI_ISL_17260689|H5N1|a/skunk/idaho/22-023547-001-original/2022|2022-07-22|2022.553	North America
EPI_ISL_17679824|H5N1|a/chicken/estonia/ta-2304130_23vir3148-1/2023|2023-02-15|2023.123	Europe
EPI_ISL_661177|H5N8|a/chicken/poland/448/2020|2020-11-24|2020.896	Europe
EPI_ISL_5260444|H5N8|a/duck/jiangxi/s10252/2021|2021-03-09|2021.184	Asia
EPI_ISL_12572662|H5N1|a/goose/hunan/se284/2022(h5n1)|2022-01-05|2022.011	Asia
EPI_ISL_18373230|H5N8|a/whooper_swan/korea/21wc116/2022|2022-01-23|2022.06	Asia
EPI_ISL_722176|H5N5|a/barnacle_goose/sweden/sva201201sz0353/kn003624/2020|2020-11-25|2020.899	Europe
EPI_ISL_667810|H5N8|a/chicken/france/20p016448/2020|2020-11-10|2020.858	Europe
EPI_ISL_15732741|H5N2|a/large-billed_crow/hokkaido/b003/2022|2022-10-28|2022.822	Asia
EPI_ISL_14769966|H5N1|a/chicken/lesotho/341.10/2021|2021-05-29|2021.405	Africa
EPI_ISL_17494318|H5N1|a/red_fox/nl/fav-0075/2023|2023-01-31|2023.082	North America
EPI_ISL_7778762|H5N8|a/guinea_fowl/estonia/ta2104719_21vir7512-9/2021|2021-02-18|2021.132	Europe
EPI_ISL_17373067|H5N1|a/vulture/south_carolina/w22-1080b/2022|2022-11-02|2022.836	North America
EPI_ISL_16171512|H5N1|a/turkey/south_dakota/22-013547-001-original/2022|2022-05-02|2022.332	North America
EPI_ISL_12572664|H5N1|a/wild_duck/hebei/sd012/2021(h5n1)|2021-11-25|2021.899	Asia
EPI_ISL_18490247|H5N1|a/european_herring_gull/netherlands/16/2023|2023-10-17|2023.792	Europe
EPI_ISL_17964974|H5N1|a/coopers_hawk/montana/23-016105-001-original/2023|2023-04-16|2023.288	North America
EPI_ISL_644737|H5N5|a/peregrine_falcon/denmark/13776-1/2020-10-30(h5n5)|2020-10-30|2020.828	Europe
EPI_ISL_2234814|H5N8|a/peregrine_falcon/spain/3365-1_21vir1230-1/2020|2020-11-20|2020.885	Europe
EPI_ISL_18690638|H5N1|a/domestic_duck/idaho/23-029624-001-original/2023|2023-09-29|2023.742	North America
EPI_ISL_18311015|H5N1|a/caspian_tern/oregon/23-018836-002-original/2023|2023-06-15|2023.452	North America
EPI_ISL_4061491|H5N1|a/chicken/nigeria/vrd21-98_21vir2288-6/2021|2021-02-12|2021.115	Africa
EPI_ISL_16297329|H5N1|a/chicken/idaho/22-033409-001-original/2022|2022-10-17|2022.792	North America
EPI_ISL_5145744|H5N1|a/oystercatcher/germany-ni/ai05047/2021|2021-07-17|2021.54	Europe
EPI_ISL_18530057|H5N1|a/chicken/denmark/07430-3/2023-09-26|2023-09-26|2023.734	Europe
EPI_ISL_5863749|H5N3|a/green-winged-teal/georgia/dt-22894/2020|2020-10-20|2020.801	Asia
EPI_ISL_18292962|H5N1|a/common_tern/finland/7479/2023|2023-06-25|2023.479	Europe
EPI_ISL_2177398|H5N8|a/peacock/netherlands/21026542-001/2021|2021-04-07|2021.263	Europe
EPI_ISL_18133296|H5N1|a/herring_gull/ohio/usda-007187-001/2022|2022-02-25|2022.151	North America
EPI_ISL_956409|H5N5|a/common_teal/italy/20vir7439-190/2020|2020-11-28|2020.907	Europe
EPI_ISL_18432788|H5N1|a/chicken/germany-by/2023ai04818-ak5023/2023|2023-05-22|2023.386	Europe
EPI_ISL_18075706|H5N1|a/parasitic_jaeger/spain/2283-5-2023_23vir6502-13/2023|2023-04-25|2023.312	Europe
EPI_ISL_18435609|H5N1|a/gull/germany-ni/2023ai06805/2023|2023-07-26|2023.564	Europe
EPI_ISL_18133470|H5N1|a/gadwall/georgia/usda-003669-001/2022|2022-01-30|2022.079	North America
EPI_ISL_17394090|H5N1|a/blue_winged_teal/mb/fav-0913/2022|2022-08-19|2022.63	North America
EPI_ISL_16297353|H5N1|a/chicken/nevada/22-032799-001-original/2022|2022-10-14|2022.784	North America
EPI_ISL_16113090|H5N1|a/peregrine_falcon/denmark/06880-1.02/2022|2022-07-17|2022.54	Europe
EPI_ISL_5449305|H5N1|a/barnacle_goose/denmark/17572-1.01/2021-03-01|2021-03-01|2021.162	Europe
EPI_ISL_18373695|H5N1|a/black-headed_gull/netherlands/23013985-002/2023|2023-08-29|2023.658	Europe
EPI_ISL_17260669|H5N1|a/red_fox/alaska/22-016300-001-original/2022|2022-05-10|2022.353	North America
EPI_ISL_8416806|H5N1|a/turkey/lisbon/1/2021|2021-12-05|2021.926	Europe
EPI_ISL_3298234|H5N4|a/peregrine_falcon/sweden/sva210325sz0348/fp001210/h-2021|2021-03-05|2021.173	Europe
EPI_ISL_2172530|H5N3|a/common_buzzard/netherlands/21024357-002/2021|2021-02-22|2021.142	Europe
EPI_ISL_11504587|H5N8|a/chicken/vietnam/hu14-lb11/2021|2021-12-01|2021.915	Asia
EPI_ISL_18001837|H5N1|a/great_skua/iceland/2023ai04249/2022|2022-06-15|2022.452	Europe
EPI_ISL_13338081|H5N1|a/northern_gannet/sweden/sva220525sz0402/fb001671/o-2022|2022-05-25|2022.395	Europe
EPI_ISL_18665598|H5N1|a/peregrine_falcon/bc/aivphl-1151/2023|2023-06-05|2023.425	North America
EPI_ISL_17880914|H5N1|a/red_fox/germany/51023-261/2023|2023-03-29|2023.238	Europe
EPI_ISL_15852340|H5N1|a/cormorant/south_africa/21120147/2021|2021-12-06|2021.929	Africa
EPI_ISL_11798575|H5N1|a/european_herring_gull/denmark/19968-1.02/2021-05-14|2021-05-14|2021.364	Europe
EPI_ISL_17964941|H5N1|a/sanderling/oregon/23-011964-001-original/2023|2023-04-13|2023.279	North America
EPI_ISL_17964904|H5N1|a/sanderling/oregon/23-008234-001-original/2023|2023-02-04|2023.093	North America
EPI_ISL_9594306|H5N8|a/chicken/egypt/s18182c/2020|2020-04-01|2020.249	Africa
EPI_ISL_17529372|H5N1|a/duck/egypt/ra19853op/2021|2021-12-15|2021.953	Africa
EPI_ISL_18513245|H5N5|a/european_herring_gull/norway2023-07-3048-1|2023-10-17|2023.792	Europe
EPI_ISL_13026246|H5N1|a/barnacle_goose/luxembourg/22033922/2022|2022-02-04|2022.093	Europe
EPI_ISL_18000337|H5N6|a/jiangxi/16791/2022|2022-02-27|2022.156	Asia
EPI_ISL_17260681|H5N1|a/red_fox/alaska/22-019272-001-original/2022|2022-06-15|2022.452	North America
EPI_ISL_13295170|H5N8|a/duck/cambodia/f6t241d4/2021|2021-11-16|2021.874	Asia
EPI_ISL_18503033|H5N1|a/blach-headed_gull/leningrad_region/rii-wd233/2023|2023-09-01|2023.666	Europe
EPI_ISL_18006941|H5N1|a/brant/germany-hh/ai02419/2022|2022-04-08|2022.266	Europe
EPI_ISL_977595|H5N8|a/duck/southwestern_china/b1904/2020(h5n8)|2020-12-31|2020.997	Asia
EPI_ISL_16190850|H5N1|a/herring_gull/nl/fav-0091-01/2022|2022-01-31|2022.082	North America
